=== Thứ tư, 26 Tháng 3 năm 2025 21:49:52 +07 ===
+---------------------------+-------------+-----------------+
| timestamp                 | granularity |           value |
| 2025-03-25T18:15:00+07:00 |       300.0 | 1284020000000.0 |
| 2025-03-25T18:20:00+07:00 |       300.0 |  189890000000.0 |
| 2025-03-25T18:25:00+07:00 |       300.0 |  224990000000.0 |
| 2025-03-25T18:30:00+07:00 |       300.0 |  233890000000.0 |
| 2025-03-25T18:35:00+07:00 |       300.0 |  246450000000.0 |
| 2025-03-25T18:40:00+07:00 |       300.0 |  317270000000.0 |
| 2025-03-25T18:45:00+07:00 |       300.0 |  464310000000.0 |
| 2025-03-25T18:50:00+07:00 |       300.0 |  468530000000.0 |
| 2025-03-25T18:55:00+07:00 |       300.0 |  472820000000.0 |
| 2025-03-25T19:00:00+07:00 |       300.0 |  476970000000.0 |
| 2025-03-25T19:05:00+07:00 |       300.0 |  481010000000.0 |
| 2025-03-25T19:10:00+07:00 |       300.0 |  485170000000.0 |
| 2025-03-25T19:15:00+07:00 |       300.0 |  489850000000.0 |
| 2025-03-25T19:20:00+07:00 |       300.0 |  494280000000.0 |
| 2025-03-25T19:25:00+07:00 |       300.0 |  498810000000.0 |
| 2025-03-25T19:30:00+07:00 |       300.0 |  503450000000.0 |
| 2025-03-25T19:35:00+07:00 |       300.0 |  508010000000.0 |
| 2025-03-25T19:40:00+07:00 |       300.0 |  512780000000.0 |
| 2025-03-25T19:45:00+07:00 |       300.0 |  517410000000.0 |
| 2025-03-25T19:50:00+07:00 |       300.0 |  522190000000.0 |
| 2025-03-25T19:55:00+07:00 |       300.0 |  526820000000.0 |
| 2025-03-25T20:00:00+07:00 |       300.0 |  531470000000.0 |
| 2025-03-25T20:05:00+07:00 |       300.0 |  535880000000.0 |
| 2025-03-25T20:10:00+07:00 |       300.0 |  540270000000.0 |
| 2025-03-25T20:15:00+07:00 |       300.0 |  544910000000.0 |
| 2025-03-25T20:20:00+07:00 |       300.0 |  549400000000.0 |
| 2025-03-25T20:25:00+07:00 |       300.0 |  553710000000.0 |
| 2025-03-25T20:30:00+07:00 |       300.0 |  558120000000.0 |
| 2025-03-25T20:35:00+07:00 |       300.0 |  562640000000.0 |
| 2025-03-25T20:40:00+07:00 |       300.0 |  567180000000.0 |
| 2025-03-25T20:45:00+07:00 |       300.0 |  571550000000.0 |
| 2025-03-25T20:50:00+07:00 |       300.0 |  576050000000.0 |
| 2025-03-25T20:55:00+07:00 |       300.0 |  580560000000.0 |
| 2025-03-25T21:00:00+07:00 |       300.0 |  585060000000.0 |
| 2025-03-25T21:05:00+07:00 |       300.0 |  589440000000.0 |
| 2025-03-25T21:10:00+07:00 |       300.0 |  593930000000.0 |
| 2025-03-25T21:15:00+07:00 |       300.0 |  598670000000.0 |
| 2025-03-25T21:20:00+07:00 |       300.0 |  603170000000.0 |
| 2025-03-25T21:25:00+07:00 |       300.0 |  607600000000.0 |
| 2025-03-25T21:30:00+07:00 |       300.0 |  612230000000.0 |
| 2025-03-25T21:35:00+07:00 |       300.0 |  683580000000.0 |
| 2025-03-25T21:40:00+07:00 |       300.0 |  770560000000.0 |
| 2025-03-25T21:45:00+07:00 |       300.0 |  775350000000.0 |
| 2025-03-25T21:50:00+07:00 |       300.0 |  780070000000.0 |
| 2025-03-25T21:55:00+07:00 |       300.0 |  831720000000.0 |
| 2025-03-25T22:00:00+07:00 |       300.0 |  889560000000.0 |
| 2025-03-25T22:05:00+07:00 |       300.0 | 1072100000000.0 |
| 2025-03-25T22:10:00+07:00 |       300.0 | 1091280000000.0 |
| 2025-03-25T22:15:00+07:00 |       300.0 | 1365460000000.0 |
| 2025-03-25T22:20:00+07:00 |       300.0 | 1523220000000.0 |
| 2025-03-25T22:25:00+07:00 |       300.0 | 1591270000000.0 |
| 2025-03-25T22:30:00+07:00 |       300.0 | 1856430000000.0 |
| 2025-03-25T22:35:00+07:00 |       300.0 | 1861810000000.0 |
| 2025-03-25T22:40:00+07:00 |       300.0 | 1874540000000.0 |
| 2025-03-25T22:45:00+07:00 |       300.0 | 2030920000000.0 |
| 2025-03-25T22:50:00+07:00 |       300.0 | 2320640000000.0 |
| 2025-03-25T22:55:00+07:00 |       300.0 | 2488120000000.0 |
| 2025-03-25T23:00:00+07:00 |       300.0 | 2734770000000.0 |
| 2025-03-25T23:05:00+07:00 |       300.0 | 2980020000000.0 |
| 2025-03-25T23:10:00+07:00 |       300.0 | 3221300000000.0 |
| 2025-03-25T23:15:00+07:00 |       300.0 | 3405080000000.0 |
| 2025-03-25T23:20:00+07:00 |       300.0 |   26150000000.0 |
| 2025-03-25T23:25:00+07:00 |       300.0 |  305900000000.0 |
| 2025-03-26T17:00:00+07:00 |       300.0 |  580160000000.0 |
| 2025-03-26T17:05:00+07:00 |       300.0 |  618790000000.0 |
| 2025-03-26T17:10:00+07:00 |       300.0 |  689980000000.0 |
| 2025-03-26T17:15:00+07:00 |       300.0 |  717990000000.0 |
| 2025-03-26T17:20:00+07:00 |       300.0 |  747770000000.0 |
| 2025-03-26T17:25:00+07:00 |       300.0 |  776310000000.0 |
| 2025-03-26T17:30:00+07:00 |       300.0 |  805000000000.0 |
| 2025-03-26T17:35:00+07:00 |       300.0 |  835730000000.0 |
| 2025-03-26T17:40:00+07:00 |       300.0 |  870690000000.0 |
| 2025-03-26T17:45:00+07:00 |       300.0 |  900630000000.0 |
| 2025-03-26T17:50:00+07:00 |       300.0 |  930370000000.0 |
| 2025-03-26T17:55:00+07:00 |       300.0 | 1059970000000.0 |
| 2025-03-26T18:00:00+07:00 |       300.0 | 1340160000000.0 |
| 2025-03-26T18:05:00+07:00 |       300.0 | 1621760000000.0 |
| 2025-03-26T18:10:00+07:00 |       300.0 | 1903140000000.0 |
| 2025-03-26T18:15:00+07:00 |       300.0 | 2001070000000.0 |
| 2025-03-26T18:20:00+07:00 |       300.0 | 2031430000000.0 |
| 2025-03-26T18:25:00+07:00 |       300.0 | 2064020000000.0 |
| 2025-03-26T18:30:00+07:00 |       300.0 | 2095130000000.0 |
| 2025-03-26T18:35:00+07:00 |       300.0 | 2126830000000.0 |
| 2025-03-26T18:40:00+07:00 |       300.0 | 2157740000000.0 |
| 2025-03-26T18:45:00+07:00 |       300.0 | 2190310000000.0 |
| 2025-03-26T18:50:00+07:00 |       300.0 | 2223660000000.0 |
| 2025-03-26T18:55:00+07:00 |       300.0 | 2255200000000.0 |
| 2025-03-26T19:00:00+07:00 |       300.0 | 2286930000000.0 |
| 2025-03-26T19:05:00+07:00 |       300.0 | 2319130000000.0 |
| 2025-03-26T19:10:00+07:00 |       300.0 | 2350880000000.0 |
| 2025-03-26T19:15:00+07:00 |       300.0 | 2385080000000.0 |
| 2025-03-26T19:20:00+07:00 |       300.0 | 2417340000000.0 |
| 2025-03-26T19:25:00+07:00 |       300.0 | 2446980000000.0 |
| 2025-03-26T19:30:00+07:00 |       300.0 | 2478480000000.0 |
| 2025-03-26T19:35:00+07:00 |       300.0 | 2507380000000.0 |
| 2025-03-26T19:40:00+07:00 |       300.0 | 2535130000000.0 |
| 2025-03-26T19:45:00+07:00 |       300.0 | 2566230000000.0 |
| 2025-03-26T19:50:00+07:00 |       300.0 | 2596560000000.0 |
| 2025-03-26T19:55:00+07:00 |       300.0 | 2626400000000.0 |
| 2025-03-26T20:00:00+07:00 |       300.0 | 2655770000000.0 |
| 2025-03-26T20:05:00+07:00 |       300.0 | 2684760000000.0 |
| 2025-03-26T20:10:00+07:00 |       300.0 | 2712990000000.0 |
| 2025-03-26T20:15:00+07:00 |       300.0 | 2743050000000.0 |
| 2025-03-26T20:20:00+07:00 |       300.0 | 2770910000000.0 |
| 2025-03-26T20:25:00+07:00 |       300.0 | 2798460000000.0 |
| 2025-03-26T20:30:00+07:00 |       300.0 | 2825850000000.0 |
| 2025-03-26T20:35:00+07:00 |       300.0 | 2853440000000.0 |
| 2025-03-26T20:40:00+07:00 |       300.0 | 2880870000000.0 |
| 2025-03-26T20:45:00+07:00 |       300.0 | 2908060000000.0 |
| 2025-03-26T20:50:00+07:00 |       300.0 | 2935530000000.0 |
| 2025-03-26T20:55:00+07:00 |       300.0 | 2963370000000.0 |
| 2025-03-26T21:00:00+07:00 |       300.0 | 2992210000000.0 |
| 2025-03-26T21:05:00+07:00 |       300.0 | 3023940000000.0 |
| 2025-03-26T21:10:00+07:00 |       300.0 | 3072660000000.0 |
| 2025-03-26T21:15:00+07:00 |       300.0 | 3300190000000.0 |
| 2025-03-26T21:20:00+07:00 |       300.0 | 3530550000000.0 |
| 2025-03-26T21:25:00+07:00 |       300.0 | 3754740000000.0 |
| 2025-03-26T21:30:00+07:00 |       300.0 | 3986840000000.0 |
| 2025-03-26T21:35:00+07:00 |       300.0 | 4215230000000.0 |
| 2025-03-26T21:40:00+07:00 |       300.0 | 4365780000000.0 |
| 2025-03-26T21:45:00+07:00 |       300.0 | 4393090000000.0 |
+---------------------------+-------------+-----------------+
