=== Thứ tư, 26 Tháng 3 năm 2025 21:49:49 +07 ===
+---------------------------+-------------+---------------+
| timestamp                 | granularity |         value |
| 2025-03-25T19:45:00+07:00 |       300.0 |  348.16796875 |
| 2025-03-25T19:50:00+07:00 |       300.0 |  348.16796875 |
| 2025-03-25T19:55:00+07:00 |       300.0 |  348.16796875 |
| 2025-03-25T20:00:00+07:00 |       300.0 |  348.16796875 |
| 2025-03-25T20:05:00+07:00 |       300.0 |  348.16796875 |
| 2025-03-25T20:10:00+07:00 |       300.0 |  348.16796875 |
| 2025-03-25T20:15:00+07:00 |       300.0 |  348.15234375 |
| 2025-03-25T20:20:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:25:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:30:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:35:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:40:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:45:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:50:00+07:00 |       300.0 |  348.13671875 |
| 2025-03-25T20:55:00+07:00 |       300.0 |  348.12890625 |
| 2025-03-25T21:00:00+07:00 |       300.0 |  348.12890625 |
| 2025-03-25T21:05:00+07:00 |       300.0 |  348.12890625 |
| 2025-03-25T21:10:00+07:00 |       300.0 |  348.12890625 |
| 2025-03-25T21:15:00+07:00 |       300.0 |  348.10546875 |
| 2025-03-25T21:20:00+07:00 |       300.0 |  348.09765625 |
| 2025-03-25T21:25:00+07:00 |       300.0 |  348.09765625 |
| 2025-03-25T21:30:00+07:00 |       300.0 |  348.08984375 |
| 2025-03-25T21:35:00+07:00 |       300.0 |  385.38671875 |
| 2025-03-25T21:40:00+07:00 |       300.0 |    340.703125 |
| 2025-03-25T21:45:00+07:00 |       300.0 |    340.703125 |
| 2025-03-25T21:50:00+07:00 |       300.0 |    340.703125 |
| 2025-03-25T21:55:00+07:00 |       300.0 |  352.74609375 |
| 2025-03-25T22:00:00+07:00 |       300.0 |   351.7109375 |
| 2025-03-25T22:05:00+07:00 |       300.0 |  351.26953125 |
| 2025-03-25T22:10:00+07:00 |       300.0 |  351.05078125 |
| 2025-03-25T22:15:00+07:00 |       300.0 |  704.01953125 |
| 2025-03-25T22:20:00+07:00 |       300.0 |  344.35546875 |
| 2025-03-25T22:25:00+07:00 |       300.0 |    415.296875 |
| 2025-03-25T22:30:00+07:00 |       300.0 |  343.76171875 |
| 2025-03-25T22:35:00+07:00 |       300.0 |   343.9453125 |
| 2025-03-25T22:40:00+07:00 |       300.0 |    344.390625 |
| 2025-03-25T22:45:00+07:00 |       300.0 |  626.36328125 |
| 2025-03-25T22:50:00+07:00 |       300.0 |   981.7109375 |
| 2025-03-25T22:55:00+07:00 |       300.0 |     309.46875 |
| 2025-03-25T23:00:00+07:00 |       300.0 |    696.859375 |
| 2025-03-25T23:05:00+07:00 |       300.0 | 1137.35546875 |
| 2025-03-25T23:10:00+07:00 |       300.0 |       569.875 |
| 2025-03-25T23:15:00+07:00 |       300.0 |  743.15234375 |
| 2025-03-25T23:20:00+07:00 |       300.0 |   176.3046875 |
| 2025-03-25T23:25:00+07:00 |       300.0 |   431.9296875 |
| 2025-03-26T17:00:00+07:00 |       300.0 |    710.703125 |
| 2025-03-26T17:05:00+07:00 |       300.0 |  714.59765625 |
| 2025-03-26T17:10:00+07:00 |       300.0 |   757.3203125 |
| 2025-03-26T17:15:00+07:00 |       300.0 |   756.5703125 |
| 2025-03-26T17:20:00+07:00 |       300.0 |  755.83203125 |
| 2025-03-26T17:25:00+07:00 |       300.0 |   755.1328125 |
| 2025-03-26T17:30:00+07:00 |       300.0 |    754.390625 |
| 2025-03-26T17:35:00+07:00 |       300.0 |  753.66796875 |
| 2025-03-26T17:40:00+07:00 |       300.0 |    752.953125 |
| 2025-03-26T17:45:00+07:00 |       300.0 |  752.26953125 |
| 2025-03-26T17:50:00+07:00 |       300.0 |  751.53515625 |
| 2025-03-26T17:55:00+07:00 |       300.0 | 1110.28515625 |
| 2025-03-26T18:00:00+07:00 |       300.0 |  810.68359375 |
| 2025-03-26T18:05:00+07:00 |       300.0 | 1024.06640625 |
| 2025-03-26T18:10:00+07:00 |       300.0 |   994.0546875 |
| 2025-03-26T18:15:00+07:00 |       300.0 |  736.10546875 |
| 2025-03-26T18:20:00+07:00 |       300.0 |    735.640625 |
| 2025-03-26T18:25:00+07:00 |       300.0 |  734.90234375 |
| 2025-03-26T18:30:00+07:00 |       300.0 |  734.17578125 |
| 2025-03-26T18:35:00+07:00 |       300.0 |    733.484375 |
| 2025-03-26T18:40:00+07:00 |       300.0 |  732.94921875 |
| 2025-03-26T18:45:00+07:00 |       300.0 |  732.23828125 |
| 2025-03-26T18:50:00+07:00 |       300.0 |     731.53125 |
| 2025-03-26T18:55:00+07:00 |       300.0 |   730.8359375 |
| 2025-03-26T19:00:00+07:00 |       300.0 |   730.0703125 |
| 2025-03-26T19:05:00+07:00 |       300.0 |  729.37109375 |
| 2025-03-26T19:10:00+07:00 |       300.0 |   728.6015625 |
| 2025-03-26T19:15:00+07:00 |       300.0 |   727.8828125 |
| 2025-03-26T19:20:00+07:00 |       300.0 |    727.390625 |
| 2025-03-26T19:25:00+07:00 |       300.0 |   726.6640625 |
| 2025-03-26T19:30:00+07:00 |       300.0 |  725.94921875 |
| 2025-03-26T19:35:00+07:00 |       300.0 |     725.21875 |
| 2025-03-26T19:40:00+07:00 |       300.0 |   724.4765625 |
| 2025-03-26T19:45:00+07:00 |       300.0 |  723.76171875 |
| 2025-03-26T19:50:00+07:00 |       300.0 |  723.05078125 |
| 2025-03-26T19:55:00+07:00 |       300.0 |    722.296875 |
| 2025-03-26T20:00:00+07:00 |       300.0 |  721.58203125 |
| 2025-03-26T20:05:00+07:00 |       300.0 |  720.88671875 |
| 2025-03-26T20:10:00+07:00 |       300.0 |  720.19140625 |
| 2025-03-26T20:15:00+07:00 |       300.0 |  719.41796875 |
| 2025-03-26T20:20:00+07:00 |       300.0 |  718.69140625 |
| 2025-03-26T20:25:00+07:00 |       300.0 |   717.9453125 |
| 2025-03-26T20:30:00+07:00 |       300.0 |  717.49609375 |
| 2025-03-26T20:35:00+07:00 |       300.0 |  716.76953125 |
| 2025-03-26T20:40:00+07:00 |       300.0 |     716.03125 |
| 2025-03-26T20:45:00+07:00 |       300.0 |  715.33203125 |
| 2025-03-26T20:50:00+07:00 |       300.0 |   714.5859375 |
| 2025-03-26T20:55:00+07:00 |       300.0 |   713.8671875 |
| 2025-03-26T21:00:00+07:00 |       300.0 |  713.17578125 |
| 2025-03-26T21:05:00+07:00 |       300.0 |  712.41796875 |
| 2025-03-26T21:10:00+07:00 |       300.0 |  717.20703125 |
| 2025-03-26T21:15:00+07:00 |       300.0 |  736.26953125 |
| 2025-03-26T21:20:00+07:00 |       300.0 |  737.84765625 |
| 2025-03-26T21:25:00+07:00 |       300.0 |   739.3203125 |
| 2025-03-26T21:30:00+07:00 |       300.0 |  745.62109375 |
| 2025-03-26T21:35:00+07:00 |       300.0 |  747.41015625 |
| 2025-03-26T21:40:00+07:00 |       300.0 |     749.84375 |
| 2025-03-26T21:45:00+07:00 |       300.0 |  748.89453125 |
+---------------------------+-------------+---------------+
