=== Thứ tư, 26 Tháng 3 năm 2025 21:49:54 +07 ===
+------------+---------------------------+-------------+--------------------+
| name       | timestamp                 | granularity |              value |
| aggregated | 2025-03-25T13:20:00+00:00 |       300.0 | 1.4966666666666666 |
| aggregated | 2025-03-25T13:25:00+00:00 |       300.0 | 1.4366666666666665 |
| aggregated | 2025-03-25T13:30:00+00:00 |       300.0 |               1.47 |
| aggregated | 2025-03-25T13:35:00+00:00 |       300.0 | 1.5066666666666668 |
| aggregated | 2025-03-25T13:40:00+00:00 |       300.0 | 1.5133333333333334 |
| aggregated | 2025-03-25T13:45:00+00:00 |       300.0 | 1.4566666666666668 |
| aggregated | 2025-03-25T13:50:00+00:00 |       300.0 |                1.5 |
| aggregated | 2025-03-25T13:55:00+00:00 |       300.0 | 1.5033333333333332 |
| aggregated | 2025-03-25T14:00:00+00:00 |       300.0 |                1.5 |
| aggregated | 2025-03-25T14:05:00+00:00 |       300.0 |               1.46 |
| aggregated | 2025-03-25T14:10:00+00:00 |       300.0 | 1.4966666666666666 |
| aggregated | 2025-03-25T14:15:00+00:00 |       300.0 |               1.58 |
| aggregated | 2025-03-25T14:20:00+00:00 |       300.0 |                1.5 |
| aggregated | 2025-03-25T14:25:00+00:00 |       300.0 | 1.4766666666666668 |
| aggregated | 2025-03-25T14:30:00+00:00 |       300.0 | 1.5433333333333334 |
| aggregated | 2025-03-25T14:35:00+00:00 |       300.0 | 23.783333333333335 |
| aggregated | 2025-03-25T14:40:00+00:00 |       300.0 | 28.993333333333332 |
| aggregated | 2025-03-25T14:45:00+00:00 |       300.0 | 1.5966666666666667 |
| aggregated | 2025-03-25T14:50:00+00:00 |       300.0 | 1.5733333333333333 |
| aggregated | 2025-03-25T14:55:00+00:00 |       300.0 | 17.216666666666665 |
| aggregated | 2025-03-25T15:00:00+00:00 |       300.0 |              19.28 |
| aggregated | 2025-03-25T15:05:00+00:00 |       300.0 |  60.84666666666667 |
| aggregated | 2025-03-25T15:10:00+00:00 |       300.0 |  6.393333333333333 |
| aggregated | 2025-03-25T15:15:00+00:00 |       300.0 |  91.39333333333333 |
| aggregated | 2025-03-25T15:20:00+00:00 |       300.0 |  52.58666666666667 |
| aggregated | 2025-03-25T15:25:00+00:00 |       300.0 | 22.683333333333334 |
| aggregated | 2025-03-25T15:30:00+00:00 |       300.0 |  88.38666666666667 |
| aggregated | 2025-03-25T15:35:00+00:00 |       300.0 | 1.7933333333333332 |
| aggregated | 2025-03-25T15:40:00+00:00 |       300.0 |  4.243333333333334 |
| aggregated | 2025-03-25T15:45:00+00:00 |       300.0 | 52.126666666666665 |
| aggregated | 2025-03-25T15:50:00+00:00 |       300.0 |  96.57333333333334 |
| aggregated | 2025-03-25T15:55:00+00:00 |       300.0 |  55.82666666666667 |
| aggregated | 2025-03-25T16:00:00+00:00 |       300.0 |  82.21666666666667 |
| aggregated | 2025-03-25T16:05:00+00:00 |       300.0 |              81.75 |
| aggregated | 2025-03-25T16:10:00+00:00 |       300.0 |  80.42666666666666 |
| aggregated | 2025-03-25T16:15:00+00:00 |       300.0 | 61.260000000000005 |
| aggregated | 2025-03-25T16:20:00+00:00 |       300.0 |           -1126.31 |
| aggregated | 2025-03-25T16:25:00+00:00 |       300.0 |              93.25 |
| aggregated | 2025-03-26T10:00:00+00:00 |       300.0 |              91.42 |
| aggregated | 2025-03-26T10:05:00+00:00 |       300.0 | 12.876666666666667 |
| aggregated | 2025-03-26T10:10:00+00:00 |       300.0 |              23.73 |
| aggregated | 2025-03-26T10:15:00+00:00 |       300.0 |  9.336666666666666 |
| aggregated | 2025-03-26T10:20:00+00:00 |       300.0 |  9.926666666666668 |
| aggregated | 2025-03-26T10:25:00+00:00 |       300.0 |  9.513333333333334 |
| aggregated | 2025-03-26T10:30:00+00:00 |       300.0 |  9.563333333333333 |
| aggregated | 2025-03-26T10:35:00+00:00 |       300.0 | 10.243333333333334 |
| aggregated | 2025-03-26T10:40:00+00:00 |       300.0 | 11.653333333333334 |
| aggregated | 2025-03-26T10:45:00+00:00 |       300.0 |               9.98 |
| aggregated | 2025-03-26T10:50:00+00:00 |       300.0 |  9.913333333333334 |
| aggregated | 2025-03-26T10:55:00+00:00 |       300.0 |               43.2 |
| aggregated | 2025-03-26T11:00:00+00:00 |       300.0 |  93.39666666666666 |
| aggregated | 2025-03-26T11:05:00+00:00 |       300.0 |  93.86666666666666 |
| aggregated | 2025-03-26T11:10:00+00:00 |       300.0 |  93.79333333333332 |
| aggregated | 2025-03-26T11:15:00+00:00 |       300.0 |  32.64333333333334 |
| aggregated | 2025-03-26T11:20:00+00:00 |       300.0 |              10.12 |
| aggregated | 2025-03-26T11:25:00+00:00 |       300.0 | 10.863333333333333 |
| aggregated | 2025-03-26T11:30:00+00:00 |       300.0 |              10.37 |
| aggregated | 2025-03-26T11:35:00+00:00 |       300.0 | 10.566666666666666 |
| aggregated | 2025-03-26T11:40:00+00:00 |       300.0 | 10.303333333333335 |
| aggregated | 2025-03-26T11:45:00+00:00 |       300.0 | 10.856666666666667 |
| aggregated | 2025-03-26T11:50:00+00:00 |       300.0 | 11.116666666666667 |
| aggregated | 2025-03-26T11:55:00+00:00 |       300.0 | 10.513333333333334 |
| aggregated | 2025-03-26T12:00:00+00:00 |       300.0 | 10.576666666666666 |
| aggregated | 2025-03-26T12:05:00+00:00 |       300.0 | 10.733333333333334 |
| aggregated | 2025-03-26T12:10:00+00:00 |       300.0 | 10.583333333333334 |
| aggregated | 2025-03-26T12:15:00+00:00 |       300.0 |               11.4 |
| aggregated | 2025-03-26T12:20:00+00:00 |       300.0 | 10.753333333333332 |
| aggregated | 2025-03-26T12:25:00+00:00 |       300.0 |  9.879999999999999 |
| aggregated | 2025-03-26T12:30:00+00:00 |       300.0 |               10.5 |
| aggregated | 2025-03-26T12:35:00+00:00 |       300.0 |  9.633333333333335 |
| aggregated | 2025-03-26T12:40:00+00:00 |       300.0 |               9.25 |
| aggregated | 2025-03-26T12:45:00+00:00 |       300.0 | 10.366666666666667 |
| aggregated | 2025-03-26T12:50:00+00:00 |       300.0 |              10.11 |
| aggregated | 2025-03-26T12:55:00+00:00 |       300.0 |  9.946666666666665 |
| aggregated | 2025-03-26T13:00:00+00:00 |       300.0 |  9.790000000000001 |
| aggregated | 2025-03-26T13:05:00+00:00 |       300.0 |  9.663333333333334 |
| aggregated | 2025-03-26T13:10:00+00:00 |       300.0 |               9.41 |
| aggregated | 2025-03-26T13:15:00+00:00 |       300.0 |              10.02 |
| aggregated | 2025-03-26T13:20:00+00:00 |       300.0 |  9.286666666666667 |
| aggregated | 2025-03-26T13:25:00+00:00 |       300.0 |  9.183333333333334 |
| aggregated | 2025-03-26T13:30:00+00:00 |       300.0 |               9.13 |
| aggregated | 2025-03-26T13:35:00+00:00 |       300.0 |  9.196666666666667 |
| aggregated | 2025-03-26T13:40:00+00:00 |       300.0 |  9.143333333333334 |
| aggregated | 2025-03-26T13:45:00+00:00 |       300.0 |  9.063333333333333 |
| aggregated | 2025-03-26T13:50:00+00:00 |       300.0 |  9.156666666666666 |
| aggregated | 2025-03-26T13:55:00+00:00 |       300.0 |               9.28 |
| aggregated | 2025-03-26T14:00:00+00:00 |       300.0 |  9.613333333333333 |
| aggregated | 2025-03-26T14:05:00+00:00 |       300.0 | 10.576666666666666 |
| aggregated | 2025-03-26T14:10:00+00:00 |       300.0 |              16.24 |
| aggregated | 2025-03-26T14:15:00+00:00 |       300.0 |  75.84333333333333 |
| aggregated | 2025-03-26T14:20:00+00:00 |       300.0 |  76.78666666666668 |
| aggregated | 2025-03-26T14:25:00+00:00 |       300.0 |  74.72999999999999 |
| aggregated | 2025-03-26T14:30:00+00:00 |       300.0 |  77.36666666666666 |
| aggregated | 2025-03-26T14:35:00+00:00 |       300.0 |              76.13 |
| aggregated | 2025-03-26T14:40:00+00:00 |       300.0 |  50.18333333333334 |
| aggregated | 2025-03-26T14:45:00+00:00 |       300.0 |  9.103333333333333 |
+------------+---------------------------+-------------+--------------------+
